formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C11H18N4O6	[M + Na]+	C11H18N4NaO6+	Carbohydrates	0.993	Nucleosides	0.996	Purine nucleosides	0.796	Nucleosides, nucleotides, and analogues	0.941	Imidazole ribonucleosides and ribonucleotides	0.834	1-ribosyl-imidazolecarboxamides	0.739			1-ribosyl-imidazolecarboxamides	0.739	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; 1-ribosyl-imidazolecarboxamides; Pentoses; Monosaccharides; Secondary alcohols; Imidazole ribonucleosides and ribonucleotides; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Carbonylimidazoles; Tetrahydrofurans; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	325.113	434	7.227	695995009720994144	695994676634522788	823	
4	C18H32O16	[M + H3N + H]+	C18H36NO16+	Carbohydrates	1.000	Saccharides	1.000	Disaccharides	0.928	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Carbohydrates and carbohydrate conjugates	1.000	Oligosaccharides	0.961	Oligosaccharides	0.961	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Tetrahydrofurans; Oxacyclic compounds; Hydrocarbon derivatives; Ketals; Organic oxygen compounds; Chemical entities	522.203	434	7.232	695995051458514458	695994676739380396	825	
1	C36H41N3O11	[M + K]+	C36H41KN3O11+	Amino acids and Peptides	0.601	Macrolides	0.269	Cyclic peptides	0.105	Benzenoids	0.769							Benzenoids	0.769	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Lactams; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	730.238	436	7.267	695995006067755159	695994676789712048	826	
2	C9H17NO3	[M + H3N + H]+	C9H21N2O3+	Fatty acids	0.656	Small peptides	0.597	Aminoacids	0.611	Organic acids and derivatives	0.950	Carboxylic acids and derivatives	0.957	Amino acids, peptides, and analogues	0.717	Amino acids and derivatives	0.716	Amino acids	0.729	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	205.155	440	7.332	695995009469335893	695994676823266484	827	
1	C11H20N4O3	[M + H3N + H]+	C11H24N5O3+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.984	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Peptides	0.962	Dipeptides	0.825	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Methyl-branched fatty acids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Valine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	274.188	440	7.338	695995079723929893	695994676852626616	828	
1	C8H16N2O5	[M - H2O + H]+	C8H15N2O4+	Amino acids and Peptides	1.000	Small peptides	1.000	Dipeptides	0.980	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.998	Peptides	0.987	Dipeptides	0.845	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	203.103	442	7.367	695995061503872847	695994676881986748	829	
2	C11H23N3O3	[M + H]+	C11H24N3O3+	Amino acids and Peptides	0.868	Small peptides	0.918	Dipeptides	0.728	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.998	Amino acids, peptides, and analogues	0.977	Amino acids and derivatives	0.976	N-acyl-alpha amino acids and derivatives	0.524	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Amino fatty acids; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Medium-chain fatty acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	246.182	443	7.383	695995038154181761	695994676928124096	830	
1	C34H38N2O11	[M + K]+	C34H38KN2O11+	Alkaloids	0.976	Tryptophan alkaloids	0.662	Terpenoid tetrahydroisoquinoline alkaloids	0.625	Lipids and lipid-like molecules	0.227	Prenol lipids	0.209	Terpene glycosides	0.505			Terpene glycosides	0.505	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Indoles and derivatives; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	689.211	444	7.395	695995096408871374	695994677012010180	831	
1	C6H9N3O2	[M + Na]+	C6H9N3NaO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Histidine and derivatives	0.984	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	178.059	448	7.470	695995002234161100	695994677100090568	832	
2	C6H9N3O2	[M + H]+	C6H10N3O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Histidine and derivatives	0.983	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	156.077	448	7.471	695995064355999755	695994677230113996	833	
1	C5H9N3O	[M - H2O + H]+	C5H8N3+	Amino acids and Peptides	0.776	Small peptides	0.927	Imidazole alkaloids	0.264	Organic acids and derivatives	0.996	Carboxylic acids and derivatives	0.991	Amino acids, peptides, and analogues	0.987	Amino acids and derivatives	0.987	Histidine and derivatives	0.902	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Aralkylamines; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	110.072	448	7.473	695995005715433613	695994677293028560	834	
3	C7H11N3O2	[M + H]+	C7H12N3O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Histidine and derivatives	0.995	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	170.093	450	7.494	695994990007764375	695994677339165908	835	
1	C34H38N2O11	[M + K]+	C34H38KN2O11+	Alkaloids	0.991	Tryptophan alkaloids	0.853	Terpenoid tetrahydroisoquinoline alkaloids	0.817	Lipids and lipid-like molecules	0.229	Prenol lipids	0.260	Terpene glycosides	0.643			Terpene glycosides	0.643	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Phenols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Organooxygen compounds; Pyridoindoles; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Beta carbolines; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Polyols; Benzenoids; Indoles; Tetrahydroisoquinolines; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	689.212	453	7.544	695995116721885798	695994677381108952	836	
1	C6H13N3O3	[M - H2O + H]+	C6H12N3O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	Alpha amino acids	0.987	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	158.093	461	7.681	695994984190264436	695994677477577948	837	
2	C6H14N4O2	[M + H]+	C6H15N4O2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	1.000	Amino acids and derivatives	1.000	L-alpha-amino acids	0.542	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; L-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	175.119	461	7.682	695994999063267147	695994677725041892	839	
1	C5H11NO3	[M - H2O + H]+	C5H10NO2+	Amino acids and Peptides	1.000	Small peptides	1.000	Aminoacids	1.000	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	1.000	Amino acids, peptides, and analogues	0.999	Amino acids and derivatives	0.999	Alpha amino acids	0.955	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Short-chain hydroxy acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Monoalkylamines; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	116.071	461	7.682	695995038359702704	695994677515326688	838	
